Smiles,Targets,Molecule ChEMBL ID,EGFR,MAPK1,SRC,STAT3,0,BBB,SMILES,peso_molecular,logP,donadores_H,aceptores_H,violaciones,Targets_nuevo,after_P_
CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,EGFR P MAPK1,CHEMBL2315410,269323.99676811206,0.9062834978103638,0.23,0.0028154691853093,0.0,0.565,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,445.55600000000015,3.756900000000001,4.0,6.0,0.0,EGFR_P_MAPK1,MAPK1
C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1ccc2F,EGFR P MAPK1,CHEMBL5286636,10.5,0.9198005199432372,0.45,0.2352784937225327,0.0,0.08,C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1ccc2F,469.56400000000014,6.464100000000005,1.0,5.0,1.0,EGFR_P_MAPK1,MAPK1
CN1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(N[C@H](CO)c5ccccc5)c34)C2)CC1,EGFR P MAPK1,CHEMBL1271507,89.0,0.9206669926643372,0.56,0.2226358487650357,0.0,0.06,CN1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(N[C@H](CO)c5ccccc5)c34)C2)CC1,492.6490000000002,2.5251,2.0,8.0,0.0,EGFR_P_MAPK1,MAPK1
Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,EGFR P MAPK1,CHEMBL69964,210.0,0.9054271578788756,0.609090909090909,0.0827337268965263,0.0,0.16,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,495.9460000000004,3.529520000000001,3.0,6.0,0.0,EGFR_P_MAPK1,MAPK1
C=CC(=O)N1CCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,EGFR P MAPK1,CHEMBL5286055,86.5,0.9125145673751832,0.46,0.2602336578575935,0.0,0.01,C=CC(=O)N1CCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,465.6010000000001,6.715100000000006,1.0,5.0,1.0,EGFR_P_MAPK1,MAPK1
CC#CC(=O)Nc1cccc(-c2nccc(-c3cc4c([nH]3)C3(CCNCC3)CNC4=O)n2)c1,EGFR P MAPK1,CHEMBL5082422,499.0,0.920638918876648,0.2825874125874125,0.0618097645932143,0.0,0.03,CC#CC(=O)Nc1cccc(-c2nccc(-c3cc4c([nH]3)C3(CCNCC3)CNC4=O)n2)c1,440.5070000000002,2.4651000000000005,4.0,5.0,0.0,EGFR_P_MAPK1,MAPK1
C=CC(=O)Nc1cccc(-c2noc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,EGFR P MAPK1,CHEMBL4447289,4626.0,0.9541040062904358,0.3214285714285714,0.4350939179866987,0.0,0.7175,C=CC(=O)Nc1cccc(-c2noc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,401.4260000000001,3.554800000000002,3.0,7.0,0.0,EGFR_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL55594,0.0470224395394325,0.9235312938690186,5000.0,0.0041837618455089,0.0,0.49,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,455.5800000000005,3.0120000000000013,2.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,SRC P MAPK1,CHEMBL258015,0.2669809460639953,0.9208723902702332,43.0,0.0418873278125929,0.0,0.21,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,455.5620000000002,4.563400000000004,1.0,6.0,0.0,SRC_P_MAPK1,MAPK1
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCOCC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL296185,0.047894898802042,0.9427124857902528,60.0,0.0023715332707084,0.0,0.37,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCOCC1)CCCC3)C(=O)N2,484.6220000000005,2.5591,3.0,5.0,0.0,SRC_P_MAPK1,MAPK1
COc1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL293595,0.0537896715104579,0.9096518754959106,1000.0,0.018867172318186,0.0,0.1,COc1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,379.5040000000002,3.889000000000002,2.0,3.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL54283,0.0930468291044235,0.9347143173217772,210.0,0.0032741915406431,0.0,0.05,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2,496.6770000000005,3.3598000000000026,2.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CC(C)CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL299724,0.0369833894073963,0.9517278671264648,230.0,0.001663058158088,0.0,0.3133333333333333,CC(C)CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,484.6660000000004,3.814700000000003,3.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL56230,0.1028589755296707,0.9224098324775696,600.0,0.0044238052577554,0.0,0.11,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)[nH]c2c1CCCC2,428.5580000000003,2.5278,3.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)NCCO)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL54574,0.0756723135709762,0.9488218426704408,240.0,0.0039256425278659,0.0,0.835,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)NCCO)cc32)[nH]c2c1CCCC2,472.61100000000033,2.151,4.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL294375,0.0579738691449165,0.9089043140411376,400.0,0.0523718072359505,0.0,0.0433333333333333,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,428.51000000000033,3.197000000000002,3.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCC(O)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL298566,0.1596139073371887,0.9358686208724976,800.0,0.0038727949864113,0.0,0.0,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCC(O)CC1)CCCC3)C(=O)N2,497.6610000000005,3.5691000000000024,3.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,SRC P MAPK1,CHEMBL401896,0.2428143918514251,0.9501062035560608,14.0,0.0364430693308515,0.0,0.3733333333333333,CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,455.5620000000002,4.8784000000000045,1.0,6.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL59042,0.0699656978249549,0.9371576905250548,60.0,0.0030766946864041,0.0,0.0,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,441.5970000000004,3.674000000000003,2.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCC(O)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL55496,0.1255174577236175,0.9190851449966432,900.0,0.0056872119331183,0.0,0.01,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCC(O)CC1)CCCC3)C(=O)N2,498.6490000000005,2.6836,4.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(C)(=O)=O)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL59487,0.065283827483654,0.9282651543617249,300.0,0.0030803693151116,0.0,0.16,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(C)(=O)=O)cc32)[nH]c2c1CCCC2,427.5700000000003,3.283900000000002,2.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL52513,0.053651250898838,0.91687273979187,100.0,0.0052656141524406,0.0,0.085,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,442.5850000000004,2.788500000000001,3.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)Cc1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL293334,0.0976858437061309,0.9439725279808044,10000.0,0.0046060904725199,0.0,0.0,CCS(=O)(=O)Cc1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,455.6240000000004,3.815100000000003,2.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,SRC P MAPK1,CHEMBL223147,0.4241322875022888,0.9093467593193054,250.0,0.639726490131679,0.0,0.24,CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,348.4500000000001,3.999220000000002,2.0,2.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL292819,0.1483126729726791,0.9499028325080872,700.0,0.0084284730160385,0.0,0.425,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,393.48700000000025,3.5786000000000016,3.0,3.0,0.0,SRC_P_MAPK1,MAPK1
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL301143,0.041436593979597,0.9025862216949464,1000.0,0.0061429693266386,0.0,0.0833333333333333,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,456.5680000000005,2.1265,3.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCOCC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL57863,0.0535515621304512,0.955582857131958,150.0,0.0016132160384021,0.0,0.01,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCOCC1)CCCC3)C(=O)N2,483.6340000000005,3.444600000000002,2.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(-c4ccccc4)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL292929,0.1216534152626991,0.9623770713806152,2300.0,0.0112583950156653,0.0,0.0,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(-c4ccccc4)cc32)[nH]c2c1CCCC2,425.57600000000025,5.547400000000005,2.0,2.0,1.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL301663,0.1800198554992675,0.96804940700531,500.0,0.0185715936792299,0.0,0.13,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1CCCC2,367.4680000000002,4.0195000000000025,2.0,2.0,0.0,SRC_P_MAPK1,MAPK1
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(N)=O)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL301271,0.063072495162487,0.900042712688446,40.0,0.0883615610548298,0.0,0.379,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(N)=O)CCCC3)C(=O)N2,427.5260000000004,2.597700000000001,3.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL418274,0.0964807718992233,0.908254325389862,3300.0,0.0194823230546993,0.0,0.155,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2,349.4780000000002,3.8804000000000025,2.0,2.0,0.0,SRC_P_MAPK1,MAPK1
CC(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL301676,0.0530778430402278,0.9558438658714294,230.0,0.0017733320693825,0.0,0.05,CC(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,455.6240000000004,4.062500000000004,2.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL293712,0.0735857710242271,0.9164794087409972,100.0,0.0048095149027464,0.0,0.235,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2,497.6650000000005,2.4742999999999995,3.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc32)[nH]c2c1CCCC2,SRC P MAPK1,CHEMBL300830,0.067594289779663,0.9290335178375244,2600.0,0.0041500403524514,0.0,0.0,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc32)[nH]c2c1CCCC2,456.6120000000003,3.130700000000002,2.0,4.0,0.0,SRC_P_MAPK1,MAPK1
CNOC(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,SRC P MAPK1,CHEMBL294619,0.1904181092977523,0.9365946650505066,1100.0,0.0188700795894795,0.0,0.01,CNOC(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,422.5290000000003,3.171600000000001,3.0,5.0,0.0,SRC_P_MAPK1,MAPK1
CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21,SRC P MAPK1,CHEMBL4074262,0.663023829460144,0.912041187286377,17056.0,0.4505838029747249,0.0,0.02,CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21,484.4990000000002,2.7742000000000004,1.0,11.0,1.0,SRC_P_MAPK1,MAPK1
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,SRC EGFR P MAPK1,CHEMBL4075917,8.1,0.9651153087615968,6.0,0.3277540330122966,0.0,0.1166666666666666,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,454.50500000000017,5.590520000000004,4.0,5.0,1.0,SRC_EGFR_P_MAPK1,MAPK1
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,SRC EGFR P MAPK1,CHEMBL431996,56500.0,0.9113972187042236,60.0,0.1677457985760759,0.0,0.105,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,380.4000000000002,3.101600000000002,4.0,3.0,0.0,SRC_EGFR_P_MAPK1,MAPK1
